# 0          References for Cross Section of N2        Total   
# Lambda = 9.9-247.2 A                                                            
#    Huffman, R. E. (1969)                                                        
#    Can. J. Chem. 47, 1823                                                       
# Lambda = 303.8-1037.6 A                                                         
#    Samson, J. A. R., Cairns, R. B. (1964)                                       
#    J. Geophys. Res. 69, 4583                                                    
# Lambda = 600.-978. A                                                            
#    Cook, G. R., Metzger, P. H. (1964)                                           
#    J. Chem. Phys. 41, 321                                                       
# Lambda = 798.-1000. A                                                           
#    Huffman, R. E., Tanaka, Y., Larrabee, J. C. (1963)                           
#    J. Chem. Phys. 39, 910                                                       
# Lambda = 796. A                                                                 
#    Lofthus, A., Krupenie, P. H. (1977)                                          
#    J. Phys. Chem. Ref. Data 6, 113                                              
#    (ionization threshold)                                                       
# Lambda = 1270.4 A                                                               
#    Huber, K.-P., Herzberg, G. (1979)                                            
#    Molecular Spectra and Molecular Structure, Vol. 4, Van Nostrand Reinhold, New
#    (dissociation threshold)                                                     
# Lambda = 972.5 A                                                                
#    Clark, K. C. (1952)                                                          
#    Phys. Rev. 87, 271                                                           
#    sigma = 1.45E-16                                                             
# Lambda = 972.5 A                                                                
#    Watanabe, K., Marmo, F. F. (1956)                                            
#    J. Chem. Phys. 25, 965                                                       
#    sigma = 1.12E-17                                                             
# Lambda = 972.5 A                                                                
#    Itamoto, F. K., Jr., Mcallister, H. C. (1961)                                
#    Contribution Nr. 29, Hawaii Institute of Geophysics, U. Hawaii               
#    sigma = 3.72E-16                                                             
# Lambda = 972.5 A                                                                
#    Cook, G. R., Metzger (1964)                                                  
#    J. Chem. Phys. 41, 321                                                       
#    sigma = 1.94E-16                                                             
# Lambda = 972.5 A                                                                
#    Huffman, R. E., Tanaka, Y., Larrabee, J. C. (1963)                           
#    J. Chem. Phys. 39, 910                                                       
#    sigma = 3.02E-16                                                             
# Lambda = 972.5 A                                                                
#    Samson, J. A. R., Cairns, R. B. (1964)                                       
#    J. Geophys. Res. 69, 4583                                                    
#    sigma = 3.59E-16                                                             
# Lambda = 972.5 A                                                                
#    Guertler, P., Saile, V., Koch, E. E. (1977)                                  
#    Chem. Phys. Lett. 48, 245                                                    
#    sigma = 3.57E-16                                                             
# Lambda = 972.5 A                                                                
#    Huffman, R. E. (1969)                                                        
#    Can. J. Chem. 47, 1823                                                       
#    sigma = 3.70E-16                                                             
# Lambda = 972.5 A                                                                
#    Geiger, J., Schroeder, B. (1969)                                             
#    J. Chem. Phys. 50, 7                                                         
#    sigma = 1.51E-16                                                             
# Lambda = 972.5 A                                                                
#    Guertler, P., Saile, V., Koch, E. E. (1977)                                  
#    Chem. Phys. Lett. 48, 245                                                    
#    (X singlet sigma g+ to b singlet pi u, v' = 3)                               
# Lambda = 972.5 A                                                                
#    Lofthus, A., Krupenie, P. H. (1977)                                          
#    J. Chem. Phys. Ref. Data 6, 130                                              
#    (line predissociates)                                                        
#                                                                                 
# 0          References for Cross Section of N2        N/N     
# Lambda = 522.2-790.2 A                                                          
#    Huffman, R. E. (1969)                                                        
#    Can. J. Chem. 47, 1823                                                       
#    (branching ratio for dissociation and ionization)                            
# Lambda = 303.8-790.1 A                                                          
#    Samson, J. A. R., Cairns, R. B. (1964)                                       
#    J. Geophys. Res. 69, 4583                                                    
#    (branching ratio for dissociation and ionization)                            
# Lambda = 600.-795. A                                                            
#    Cook, G. R., Metzger (1964)                                                  
#    J. Chem. Phys. 41, 321                                                       
#    (branching ratio for dissociation and ionization)                            
#                                                                                 
# 0          References for Cross Section of N2        N+N     
# Lambda = 304.-510.4 A                                                           
#    Kronebusch, P. L., Berkowitz, J. (1976)                                      
#    Int. J. Mass Spectr. Ion Phys. 22, 283                                       
#    (branching ratio for ionization and dissociative ionization)                 
#                                                                                 
# 0 Branching ratio for N2       Total        3 branches
#  Lambda  N2+     
    1.0  4.00E-23
    9.9  2.16E-20
   13.4  4.62E-20
   29.0  7.60E-19
   30.0  3.81E-20
   44.6  1.02E-19
   68.0  2.71E-19
  100.0  5.54E-19
  150.0  1.75E-18
  209.3  5.32E-18
  247.2  8.59E-18
  303.8  1.16E-17
  348.0  1.55E-17
  395.0  1.81E-17
  430.0  2.06E-17
  435.0  2.33E-17
  498.0  2.42E-17
  507.5  2.43E-17
  508.2  2.23E-17
  510.4  2.30E-17
  519.6  2.53E-17
  522.2  2.28E-17
  525.8  2.57E-17
  537.0  2.43E-17
  553.3  2.39E-17
  554.1  2.39E-17
  554.5  2.28E-17
  555.3  2.37E-17
  584.3  2.30E-17
  597.8  2.27E-17
  599.6  2.23E-17
  600.0  2.62E-17
  608.4  2.33E-17
  609.8  2.59E-17
  610.8  2.31E-17
  617.0  2.32E-17
  620.0  2.83E-17
  624.6  2.33E-17
  625.1  2.32E-17
  625.8  2.35E-17
  629.7  2.35E-17
  630.0  2.83E-17
  640.0  2.74E-17
  650.0  2.63E-17
  660.0  2.39E-17
  670.0  1.81E-17
  671.4  1.93E-17
  674.1  1.83E-17
  675.1  2.03E-17
  679.7  1.75E-17
  681.9  2.38E-17
  685.0  2.32E-17
  685.7  2.39E-17
  686.3  2.30E-17
  690.9  1.75E-17
  694.9  2.98E-17
  700.0  1.82E-17
  710.0  1.91E-17
  715.3  1.73E-17
  721.3  1.92E-17
  723.4  4.09E-17
  726.0  1.94E-17
  729.5  2.10E-17
  733.0  1.88E-17
  734.8  2.06E-17
  735.9  1.86E-17
  736.8  2.12E-17
  737.4  1.64E-17
  737.8  2.08E-17
  738.4  1.67E-17
  739.7  1.81E-17
  740.5  1.30E-17
  741.4  1.53E-17
  742.6  1.23E-17
  743.7  2.53E-17
  744.7  1.49E-17
  745.5  2.25E-17
  746.5  1.19E-17
  747.0  1.38E-17
  747.6  2.01E-17
  748.4  1.75E-17
  749.3  1.34E-17
  749.6  1.60E-17
  750.8  1.00E-17
  752.0  1.16E-17
  752.5  1.30E-17
  752.9  1.16E-17
  754.3  3.49E-17
  756.5  1.04E-17
  757.3  1.64E-17
  757.7  1.30E-17
  758.5  2.24E-17
  758.7  1.79E-17
  759.4  9.98E-18
  759.5  1.08E-17
  760.3  1.13E-17
  761.1  2.21E-17
  761.5  1.82E-17
  762.0  1.28E-17
  762.7  7.60E-18
  763.3  2.18E-17
  763.6  2.31E-17
  764.4  9.32E-18
  764.5  1.45E-17
  765.0  3.50E-17
  765.1  6.58E-17
  767.0  1.00E-17
  768.5  1.74E-17
  770.5  7.91E-18
  771.5  2.79E-17
  774.0  7.54E-18
  774.5  1.36E-17
  778.5  1.30E-17
  779.9  8.32E-18
  780.0  7.55E-18
  781.0  3.61E-17
  782.5  9.48E-18
  783.5  3.87E-17
  785.2  8.76E-18
  786.2  1.66E-17
  787.7  7.48E-18
  788.0  5.22E-18
  789.5  1.45E-17
  790.2  1.03E-17
  790.5  1.20E-17
  792.0  3.72E-17
  793.5  4.24E-18
  795.0  5.60E-18
  798.0  0.00E+00
  801.0  0.00E+00
  801.5  0.00E+00
  802.2  0.00E+00
  802.3  0.00E+00
  803.7  0.00E+00
  804.0  0.00E+00
  804.5  0.00E+00
  805.0  0.00E+00
  805.8  0.00E+00
  806.0  0.00E+00
  806.3  0.00E+00
  806.5  0.00E+00
  806.6  0.00E+00
  808.0  0.00E+00
  808.8  0.00E+00
  809.0  0.00E+00
  810.0  0.00E+00
  810.5  0.00E+00
  811.5  0.00E+00
  812.5  0.00E+00
  813.5  0.00E+00
  813.7  0.00E+00
  815.0  0.00E+00
  816.0  0.00E+00
  817.5  0.00E+00
  818.6  0.00E+00
  819.0  0.00E+00
  820.1  0.00E+00
  820.3  0.00E+00
  821.0  0.00E+00
